10.1016/j.media.2023.102768	Unpaired mesh-to-image translation for 3D fluorescent microscopy images of neurons	Medical Image Anal.	While Generative Adversarial Networks (GANs) can now reliably produce realistic images in a multitude of imaging domains, they are ill-equipped to model thin, stochastic textures present in many large 3D fluorescent microscopy (FM) images acquired in biologica
10.1016/j.cell.2024.01.005	Integrating cellular electron microscopy with multimodal data to explore biology across space and time.	Cell	Biology spans a continuum of length and time scales. Individual experimental methods only glimpse discrete pieces of this spectrum but can be combined to construct a more holistic view. In this Review, we detail the latest advancements in volume electron micro
10.1038/s42003-026-10418-2	Cortical PV and VIP interneurons similarly influence SST neuron output despite distinct unitary properties	Communications Biology	Somatostatin (SST) expressing cells are powerful inhibitors of excitatory pyramidal neurons. It has been shown that SST cells are targeted by other inhibitory interneurons, namely parvalbumin- (PV) and vasoactive intestinal polypeptide- (VIP) expressing cells 
10.64898/2026.02.04.703894	Time perception follows Weber’s law in Drosophila	bioRxiv	The ability to perceive time is essential for adaptive behavior, enabling organisms to respond to change, coordinate actions, and predict future events in dynamic environments and during social interactions. However, its evolutionary origins and underlying neu
10.1093/cercor/bhx233	Random recurrent networks near criticality capture the broadband power distribution of human ECoG dynamics	bioRxiv	Brain electric field potentials are dominated by an arrhythmic broadband signal, but the underlying mechanism is poorly understood. Here we propose that broadband power spectra characterize recurrent neural networks of nodes (neurons or clusters of neurons), e
10.1523/jneurosci.1346-14.2014	Experience-Dependent Emergence of Fine-Scale Networks in Visual Cortex	Journal of Neuroscience	Visual cortical neurons selectively respond to particular features of visual stimuli and this selective responsiveness emerges from specific connectivity in the cortex. Most visual response properties are basically established by eye opening and are thereafter
10.1016/j.bpj.2017.02.035	Visualizing Calcium Flux in Freely Moving Nematode Embryos.	Biophysical Journal	The lack of physiological recordings from Caenorhabditis elegans embryos stands in stark contrast to the comprehensive anatomical and gene expression datasets already available. Using light-sheet fluorescence microscopy to address the challenges associated wit
10.1101/2022.08.30.505842	A parcellation scheme of mouse isocortex based on reversals in connectivity gradients	bioRxiv	The brain is composed of several anatomically clearly separated structures. This parcellation is often extended into the isocortex, based on anatomical, physiological or functional differences. Here, we derive a parcellation scheme based purely on the spatial 
10.1038/s41467-018-07416-2	MFF-dependent mitochondrial fission regulates presynaptic release and axon branching by limiting axonal mitochondria size	Nature Communications	Neurons display extreme degrees of polarization, including compartment-specific organelle morphology. In cortical, long-range projecting, pyramidal neurons (PNs), dendritic mitochondria are long and tubular whereas axonal mitochondria display uniformly short l
10.1016/j.ymeth.2015.04.019	Correlative light and electron microscopy enables viral replication studies at the ultrastructural level.	Methods	Electron microscopy (EM) is a powerful tool to study structural changes within cells caused e.g. by ectopic protein expression, gene silencing or virus infection. Correlative light and electron microscopy (CLEM) has proven to be useful in cases when it is prob
10.1038/s41587-021-01094-0	Whole-cell segmentation of tissue images with human-level performance using large-scale data annotation and deep learning	Nature Biotechnology	A principal challenge in the analysis of tissue imaging data is cell segmentation—the task of identifying the precise boundary of every cell in an image. To address this problem we constructed TissueNet, a dataset for training segmentation models that contains
10.1016/j.biopsych.2019.05.015	Multiscale Neuroscience of Psychiatric Disorders.	Biological Psychiatry	The human brain comprises a multiscale network with multiple levels of organization. Neurons with dendritic and axonal connections form the microscale fabric of brain circuitry, and macroscale brain regions and white matter connections form the infrastructure 
10.1523/jneurosci.0004-15.2015	PKMζ, But Not PKCλ, Is Rapidly Synthesized and Degraded at the Neuronal Synapse	Journal of Neuroscience	Synthesizing, localizing, and stabilizing new protein copies at synapses are crucial factors in maintaining the synaptic changes required for storing long-term memories. PKMζ recently emerged as a molecule putatively responsible for maintaining encoded memorie
10.1016/j.neuron.2019.01.044	Re-evaluating circuit mechanisms underlying pattern separation	Neuron	Summary When animals interact with complex environments their neural circuits must separate overlapping patterns of activity that represent sensory and motor information. Pattern separation is thought to be a key function of several brain regions, including th
10.1016/j.celrep.2013.09.023	Rapid and permanent neuronal inactivation in vivo via subcellular generation of reactive oxygen using KillerRed	Cell Reports	Summary Inactivation of selected neurons in vivo can define their contribution to specific developmental outcomes, circuit functions, and behaviors. Here, we show that the optogenetic tool KillerRed selectively, rapidly, and permanently inactivates different c
10.1101/2022.02.20.481154	Public Volume Electron Microscopy Data: An Essential Resource to Study the Brain Microvasculature	bioRxiv	Electron microscopy is the primary approach to study ultrastructural features of the cerebrovasculature. However, 2D snapshots of a vascular bed capture only a small fraction of its complexity. Recent efforts to synaptically map neuronal circuitry using volume
10.1162/neco_a_00975	Extraction of Synaptic Input Properties in Vivo	Neural Computation	Knowledge of synaptic input is crucial for understanding synaptic integration and ultimately neural function. However, in vivo, the rates at which synaptic inputs arrive are high, so that it is typically impossible to detect single events. We show here that it
